2012-07 1
2013-02 30
2013-03 48
2013-04 54
2013-05 49
2013-06 75
2013-07 60
2013-08 86
2013-09 41
2013-10 67
2013-11 106
2013-12 196
2014-01 192
2014-02 205
2014-03 403
2014-04 459
2014-05 320
2014-06 337
2014-07 449
2014-08 430
2014-09 524
2014-10 545
2014-11 599
2014-12 515
2015-01 633
2015-02 674
2015-03 868
2015-04 810
2015-05 861
2015-06 1042
2015-07 1165
2015-08 763
2015-09 940
2015-10 918
2015-11 831
2015-12 818
2016-01 1326
2016-02 1036
2016-03 949
2016-04 867
