1342200325 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1359905158 0 0 6137451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1359910806 0 0 6147423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1359911565 0 0 6147431 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360092514 0 0 6175882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360092719 0 0 6175882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360155750 0 0 6194831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360184852 0 0 6197000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360189039 0 0 6197364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360242600 0 0 6200422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360271522 0 0 6207218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360504220 0 0 6231353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360532530 0 0 6233779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360541856 0 0 6234408 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360598645 0 0 6249631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360698756 0 0 6254211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360789259 0 0 6259650 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1360948142 0 0 6265136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361124958 0 0 6265793 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361135110 0 0 6266026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361311144 0 0 6297522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361455595 0 0 6301071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361535341 0 0 6301264 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361750888 0 0 6487414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361805637 0 0 6677578 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361841674 0 0 6783726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361870566 0 0 6811414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361916570 0 0 6833064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361925114 0 0 6853066 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361978862 0 0 6854485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1361989950 0 0 6961659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362083026 0 0 6963660 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362126644 0 0 6982397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362132066 0 0 6994247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362136839 0 0 6995279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362154454 0 0 6998450 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362155358 0 0 7000061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362220885 0 0 7000062 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362268222 0 0 7000096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362313135 0 0 7000708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362328053 0 0 7002881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362573003 0 0 7043621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362769092 0 0 7044162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362781631 0 0 7044196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362781801 0 0 7044199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362939219 0 0 7044619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1362952774 0 0 7045666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363010825 0 0 7056478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363124810 0 0 7067948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363208208 0 0 7068559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363251991 0 0 7073332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363263219 0 0 7075777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363304338 0 0 7077835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363380281 0 0 7080695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363695554 0 0 7083018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1363697490 0 0 7083840 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
