1 1344
2 1169
3 1119
4 1150
5 1351
6 1219
7 1072
8 831
9 679
10 501
11 448
12 387
13 355
14 378
15 304
16 370
17 606
18 929
19 887
20 858
21 915
22 1028
23 1151
24 1241
